Jurisdiccion,Sector,Ambito,Departamento,Codigo de departamento,Localidad,Codigo localidad,Clave unica de establecimiento (cue),Clave unica de establecimiento - anexo (cueanexo),Nombre,Domicilio,Codigo Postal,Codigo de Area telefonico,Numero de telefono,Correo elecontronico,Ed. Comun,Ed. Especial,Ed. Jovenes y Adultos,Ed. Artística,Ed. Hospitalaria Domiciliaria,Ed. Intercultural Bilingüe,Ed. Contexto de Encierro,Jardín maternal,Inicial,Primaria,Secundaria,Secundaria Tecnica (INET),Superior no Universitario,Superior No Universitario (INET),Educacion Temprana,Inicial,Primaria,Secundaria,Integracion,Primaria,EGB3,Secundaria,Alfabetizacion,Formacion Profesional,Formacion Profesional (INET),Secundaria,Superior no Universitario,Cursos y Talleres,Inicial,Primaria,Secundaria,Servicios complementarios;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0200083,020008300,COLEGIO SAGRADA FAMILIA,BLANCO ENCALADA 5154 VILLA URQUIZA ,C1431,011,4521-5117 / 7845,secretariadg@safabaires.edu.ar,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 10,02110,CIUDAD DE BUENOS AIRES,02110001,0200084,020008400,JIC N° 01 REPUBLICA ARGENTINA DE 18,CERVANTES 1927 MONTE CASTRO ,C1417,011,4639-6770,dei_jic1_de18@bue.edu.ar,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 10,02110,CIUDAD DE BUENOS AIRES,02110001,0200085,020008500,GENDARMERIA NACIONAL,JUAN AGUSTIN GARCIA 5265 MONTE CASTRO ,C1407,011,4567-5637,dep_epc18_de18@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 10,02110,CIUDAD DE BUENOS AIRES,02110001,0200086,020008600,CASIMIRO AURELIANO MACIEL,MARCOS PAZ 1732 VELEZ SARSFIELD ,C1407,011,4566-2037,dep_epc4_de18@bue.edu.ar /ESC04DE18@YAHOO.COM.AR,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0200087,020008700,INSTITUTO DR. HERLZ,ARAOZ  260 VILLA CRESPO ,C1414,011,4855-4062,PRIMARIAJAI@IONA.ORG.AR / IONATI@IONA.ORG.AR,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0200089,020008900,PRESBITERO ALBERTI,ITAQUI 2050 NUEVA POMPEYA CHARRuA 2850,C1437,011,4918-9800,dep_epc13_de19@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0200090,020009000,JOSE MARTI,PJE. L E/LACARRA Y LAGUNA  VILLA SOLDATI BARRIO RAMON CARRILLO,C1437,011,4637-2020,dep_epc19_de19@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0200091,020009100,COLEGIO PARR. NTRA SRA DE LA ANUNCIACION,BARZANA 2040 VILLA URQUIZA 2027,C1431,011,4522-8735,NPRIMARIO@ANUNCIACION.EDU.AR,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 14,02114,CIUDAD DE BUENOS AIRES,02114001,0200095,020009500,INSTITUTO DIVINO CORAZON,REPUBLICA DOMINICANA 3586 PALERMO ,C1424,011,4823-8452,DIVINOCORAZONINFO@DIVINOCORAZON.EDU.AR,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 2,02102,CIUDAD DE BUENOS AIRES,02102001,0200096,020009600,ESCUELA INTEGRAL INTERDISCIPLINARIA N°01 DE 01,AYACUCHO 953 RECOLETA EX ESC. DE RECUPERACION,C1111,011,4815-7684/4811-2158,EDREC1_DE1@BUE.EDU.AR/ ESCUELA1RECUP@YAHOO.COM.AR,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 10,02110,CIUDAD DE BUENOS AIRES,02110001,0200097,020009700,JIC N° 04 DE 18,LASCANO 4044 MONTE CASTRO ,C1417,011,4567-7991,dei_jic4_de18@bue.edu.ar,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0200098,020009800,INSTITUTO EDUCACIONAL DUAYEN,BALLIVIAN 2160 VILLA ORTUZAR 2236 ,C1431,011,4521-6023,JARDIN@INSTITUTODUAYEN.EDU.AR/PRIMARIA@INSTITUTODUAYEN.EDU.AR/SECUNDARIA@INSTITUTODUAYEN.EDU.AR,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0200099,020009900,INSTITUTO SAN VICENTE PALLOTTI,ECHEVERRIA 3920 VILLA URQUIZA ,C1430,011,4551-3267  o  4555-0728,SECRETARIA@ISVPALLOTTI.EDU.AR,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 14,02114,CIUDAD DE BUENOS AIRES,02114001,0200100,020010000,CENTRO EDUCATIVO SAN FRANCISCO JAVIER,JORGE LUIS BORGES 1883 PALERMO ,C1414,011,4831-0233/4041,CESFJ_MEDIO@YAHOO.COM.AR  /  RECTORIASECUNDARIA@CESFJ.EDU.AR,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0200102,020010200,INSTITUTO CANTO A LA VIDA,PJE. CRISToBAL M. HICKEN 3117 VILLA LUGANO ,C1439,011,4601-0607/4602-5138,CANTOALAVIDA@LIVE.COM.AR,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0200103,020010300,HOMERO MANZI,MIRALLA 2666 VILLA LUGANO ,C1439,011,4682-0899,dep_epc9_de13@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0200104,020010400,INSTITUTO MARIA AUXILIADORA,PUERTO DE PALOS 560 BOCA ,C1162,011,4301-1178,MARIAAUXILIADORALABOCA@HOTMAIL.COM,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 6,02106,CIUDAD DE BUENOS AIRES,02106001,0200105,020010500,INST. TOBAR GARCIA DINAD,YERBAL 351 CABALLITO ,C1405,011,4901-5081 / 4903-3639,dinadescuela1@gmail.com,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 5,02105,CIUDAD DE BUENOS AIRES,02105001,0200106,020010600,CENS N° 23 DE 08,CARLOS SPEGAZZINI 450 ALMAGRO ,C1234,011,4983-0885/4981-9572,DEAA_CENS23_DE8@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 3,02103,CIUDAD DE BUENOS AIRES,02103001,0200107,020010700,CENS N° 06 DE 06,SAAVEDRA 15 BALVANERA 2° PISO,C1083,011,4954-7366,DEAA_CENS6_DE6@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0200108,020010800,CENS N° 14 DE 21,SOLDADO DE LA FRONTERA 5140 VILLA LUGANO ,C1439,011,4604-1160,DEAA_CENS14_DE21@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 9,02109,CIUDAD DE BUENOS AIRES,02109001,0200110,020011000,REPUBLICA FRANCESA,MONTIEL 153 LINIERS ,C1408,011,4641-0275,dep_epc3_de20@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 9,02109,CIUDAD DE BUENOS AIRES,02109001,0200111,020011100,CARLOS MOREL,IBARROLA 7249 LINIERS ,C1408,011,4641-0072,dep_epc17_de20@bue.edu.ar / ESCUELA17CARLOSMOREL@GMAIL.COM,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 9,02109,CIUDAD DE BUENOS AIRES,02109001,0200112,020011200,REPUBLICA DE COREA,MURGUIONDO 76 LINIERS ,C1408,011,4641-3131,dep_epc18_de20@bue.edu.ar / PRI18DE20@GMAIL.COM,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 9,02109,CIUDAD DE BUENOS AIRES,02109001,0200113,020011300,REPUBLICA ISLAMICA DE PAKISTAN,AVDA. LISANDRO DE LA TORRE 550 LINIERS ,C1408,011,4641-3192,dep_epc15_de20@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 6,02106,CIUDAD DE BUENOS AIRES,02106001,0200114,020011400,INSTITUTO MONSEÑOR SABELLI,VICTOR MARTINEZ 62 CABALLITO ,C1406,011,4431-0052,INSTITUTOSABELLI@FIBERTEL.COM.AR,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 10,02110,CIUDAD DE BUENOS AIRES,02110001,0200115,020011500,ESCUELA CRISTIANA DE LA PUERTA ABIERTA,SANTO TOME 5130 MONTE CASTRO ,C1417,011,4566-0552/4568-6667,rectoriasecundario@ecpa.edu.ar,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0200116,020011600,NUEVOS AIRES,GALVAN 3256 VILLA URQUIZA ,C1431,011,4545-4602/4554,INFO@NUEVOSAIRES.EDU.AR,1,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0200117,020011700,JII N° 01 DE 11,AVDA. SAN PEDRITO 341 FLORES ,C1406,011,4637-4875,dei_jii1_de11@bue.edu.ar,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 1,02101,CIUDAD DE BUENOS AIRES,02101001,0200118,020011800,INSTITUTO COMUNIDAD FILII DEI,VILLA 31 CALLE 5 ENTRE 6 Y 8  RETIRO ,C1104,011,4312-2348,PRIMARIAFILIIDEI@GMAIL.COM / RECTORIA.FILIIDEI@GMAIL.COM / nivelinicialfiliidei@gmail.com,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0200119,020011900,CENS N° 51 DE 04,RIO CUARTO 1993 BARRACAS ,C1292,011,4301-8678/5059,DEAA_CENS51_DE4@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 1,02101,CIUDAD DE BUENOS AIRES,02101001,0200120,020012000,GENERAL JOSE SAN MARTIN,SAN MARTIN 458 SAN NICOLAS ,C1004,011,4394-5932,dep_epc13_de1@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 1,02101,CIUDAD DE BUENOS AIRES,02101001,0200121,020012100,FRENCH Y BERUTI,BASAVILBASO 1295 RETIRO ,C1006,011,4313-3224,dep_epc6_de1@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 14,02114,CIUDAD DE BUENOS AIRES,02114001,0200123,020012300,COLEGIO DE LOS NIÑOS,CHARCAS 3949 PALERMO ,C1425,011,4833-2607/4832-4545/47/2809,PRIMARIA@CHILDRENS-BOSTON.COM.AR,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 14,02114,CIUDAD DE BUENOS AIRES,02114001,0200123,020012301,COLEGIO DE LOS NIÑOS,MALABIA 2370 PALERMO ,1425,011,4832-4547,colbos@ciudad.com.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 13,02113,CIUDAD DE BUENOS AIRES,02113001,0200124,020012400,INSTITUTO JORGE NEWBERY,TEODORO GARCIA 2449 COLEGIALES ,C1426,011,4786-5856,JORGENEWBERY2000@YAHOO.COM.AR,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 14,02114,CIUDAD DE BUENOS AIRES,02114001,0200125,020012500,AMAPOLA,NICARAGUA 4739 PALERMO ,C1414,011,4831-7596,PRIMARIA@AMAPOLA.ESC.EDU.AR,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 13,02113,CIUDAD DE BUENOS AIRES,02113001,0200126,020012600,INSTITUTO ESPAÑOL VIRGEN DEL PILAR,AVDA. FEDERICO LACROZE 2950 COLEGIALES ,C1426,011,4554-2265,NIVEL_SECUNDARIO@IEVP.COM.AR,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 14,02114,CIUDAD DE BUENOS AIRES,02114001,0200127,020012700,INST.SANTA MARIA DE LUJAN,3 DE FEBRERO 760 PALERMO ,C1426,011,4773-4125/0701,ISML@ISML.ESC.EDU.AR,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 14,02114,CIUDAD DE BUENOS AIRES,02114001,0200128,020012800,PROVINCIA DE CORDOBA,AVDA. RAUL SCALABRINI ORTIZ 1336 PALERMO ,C1414,011,4831-5302,dep_epc4_de9@bue.edu.ar / ESC04DE9@GMAIL.COM,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 13,02113,CIUDAD DE BUENOS AIRES,02113001,0200129,020012900,ESCUELA TECNICA PHILIPS ARGENTINA,DELGADO 977 COLEGIALES ,C1426,011,3882-8751,INFO@PHILIPS.EDU.AR,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0200130,020013000,DR. ENRIQUE M. MOSCA,CASAFOUST 761 VILLA CRESPO ,C1416,011,4581-2265,dep_epc11_de14@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0200135,020013500,CARLOS SAAVEDRA LAMAS,CATULO CASTILLO 2750 PARQUE PATRICIOS 3º PISO,C1261,011,4941-3777 INT221,dep_epc91_de6@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0200136,020013600,MARTIN DEL BARCO CENTENERA,ROQUE PEREZ 3545 SAAVEDRA ,C1430,011,4542-9918,dep_epc14_de10@bue.edu.ar / DELBARCO14@YAHOO.COM.AR,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0200138,020013800,INSTITUTO SANTA CLARA DE ASIS,MANUELA PEDRAZA 3850 COGHLAN ,C1430,011,4541-9911,PRIMARIA@ISCA.EDU.AR/SECUNDARIA@ISCA.EDU.AR/RECTORIA@ISCA.EDU.AR,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0200139,020013900,JUAN B. PEÑA,MANUEL RICARDO TRELLES 948 FLORES ,C1406,011,4581-8556,dep_epc5_de7@bue.edu.ar uNICO CORREO VALIDO - El correo yahoo no se utiliza desde 2016,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200140,020014000,LEOPOLDO MARECHAL,GALICIA 1857 VILLA GRAL. MITRE ,C1416,011,4581-7386,dep_epc13_de7@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0200141,020014100,FLORIAN OLIVER,SARAZA 470 PARQUE CHACABUCO ,C1424,011,4921-5637,dep_epc24_de8@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200142,020014200,INST. MATER DOLOROSA,MERCEDES 4734 VILLA DEVOTO ,C1419,011,4501-0476,administracion@materdolorosa.edu.ar,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200143,020014300,COLEGIO N° 19 LUIS PASTEUR DE 17,NAVARRO 4344 VILLA DEVOTO ,C1419,011,4501-0072/1822/9132,dem_col19_de17@bue.edu.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200144,020014400,JARDIN CUENTA CUENTOS,GUALEGUAYCHU 3502 VILLA DEVOTO ,C1419,011,4501-9642,secretaria.jardin@escueladelmirador.edu.ar,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200145,020014500,COLEGIO PRESENCIA,GUALEGUAYCHU 3152 VILLA DEVOTO ,C1417,011,4501-0880/4504-1600,CPDEVOTOTERCIARIO@GMAIL.COM Y CEVDEVOTO@YAHOO.COM.AR,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 1,02101,CIUDAD DE BUENOS AIRES,02101001,0200146,020014600,ESCUELA PARROQUIAL LA PIEDAD,PARANA 56 SAN NICOLAS ,C1017,011,4383-9765,ESCUELALAPIEDAD@YAHOO.COM.AR,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 9,02109,CIUDAD DE BUENOS AIRES,02109001,0200147,020014700,CENS N° 64 DE 20,PIERES 258 LINIERS ,C1408,011,4643-9234,DEAA_CENS64_DE1@BUE.EDU.AR/CENS_64@HOTMAIL.COM,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0200150,020015000,INSTITUTO NUESTRA SEÑORA DE LUJAN,AVDA. JUJUY 2179 PARQUE PATRICIOS ,C1247,011,4941-4666/4942-1204,SECRETARIAPRIMARIA@NSDELUJAN.EDU.AR,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0200152,020015200,ESC.DE EDUC.MEDIA Nº1 FEDERICO GARCIA LORCA DE14,AVDA. CHORROARIN 305 PATERNAL ,C1427,011,4521-6567,dem_eem1_de14@bue.edu.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0200153,020015300,DR. LUIS F. LELOIR,AVDA. INTENDENTE FRANCISCO RABANAL 2275 VILLA SOLDATI ,C1437,011,4918-4803,dep_epc8_de19@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0200154,020015400,DR.GENARO SISTO,TILCARA 3365 NUEVA POMPEYA ,C1437,011,4918-7654,dep_epc2_de19@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0200155,020015500,JIC N° 02 JARDIN DEL ANGEL GRIS DE 12,AVDA. AVELLANEDA 2555 FLORES ,C1406,011,4637-7703,dei_jic2_de12@bue.edu.ar,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0200157,020015700,COLEGIO NUMEN,YERBAL  1871 FLORES ,C1406,011,4632-0545,MAIL@COLEGIONUMEN.COM.AR,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 5,02105,CIUDAD DE BUENOS AIRES,02105001,0200158,020015800,JIN B DE 08 (ESC. PRIM. N° 06 DE 08),AVDA. SAN JUAN 4396 BOEDO ,C1233,011,4924-9527,dei_jinb6_de8@bue.edu.ar,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 6,02106,CIUDAD DE BUENOS AIRES,02106001,0200158,020015801,JIN B DE 08 (ESC. PRIM. N° 08 DE 08),AVDA. JOSE MARIA MORENO 480 CABALLITO ,C1424,011,4924-9527,dei_jinb6_de8@bue.edu.ar,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0200159,020015900,ESC. DE COM. N° 20 DR. JUAN AGUSTIN GARCIA DE 14,NICASIO OROÑO 2131 PATERNAL ,C1416,011,4581-2758 / 4584-7918,dem_ec20_de14@bue.edu.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0200160,020016000,REPUBLICA DEL ECUADOR,ESPINOSA 2547 PATERNAL ,C1416,011,4581-4209,dep_epc10_de14@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200161,020016100,ROMPEHIELOS GRAL SAN MARTIN,SANTO TOME 2836 VILLA DEL PARQUE ,C1417,011,4501-7234,dep_epc21_de17@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 10,02110,CIUDAD DE BUENOS AIRES,02110001,0200162,020016200,ESCUELA INTEGRAL INTERDISCIPLINARIA N° 17 DE 17,CNEL. RAMON LISTA 5450 VILLA REAL ,C1408,011,4648-4327,ESCUELA17RECUP@GMAIL.COM,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200163,020016300,ESC. DE EDUC. MEDIA N° 03 ANTONIO DEVOTO DE 17,MERCEDES 4002 VILLA DEVOTO ,C1419,011,4501-9054,dem_eem3_de17@bue.edu.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0200165,020016500,ANTONIO A. ZINNY,SALAS 565 PARQUE CHACABUCO ,C1424,011,4923-6454/4926-1770,dep_epc22_de8@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200166,020016600,CAPITAN JUAN DE SAN MARTIN Y GOMEZ,NOGOYA 2557 VILLA DEL PARQUE ,C1417,011,4501-1166,dep_epc5_de17@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200167,020016700,JOSE ERNESTO GALLONI,HELGUERA 2435 VILLA DEL PARQUE ,C1417,011,4501-7636,dep_epc10_de17@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0200168,020016800,INSTITUTO PLATERILLO,TERRADA 3080 VILLA DEL PARQUE ,C1417,011,4502-8383/4801,PLATERILLO@INSTITUTOPLATERILLO.COM.AR,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0200169,020016900,CANADA,CACHIMAYO 1735 PARQUE CHACABUCO ,C1424,011,4921-0398,dep_epc23_de8@bue.edu.ar,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0200170,020017000,ESCUELA INFANTIL N° 04 AGUSTIN TATIN RAVELLO DE 08,VICTOR MARTINEZ 1780 PARQUE CHACABUCO ,C1406,011,4921-4625,dei_ei4_de8@bue.edu.ar,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 3,02103,CIUDAD DE BUENOS AIRES,02103001,0200174,020017400,ESCUELA RELIGIOSA ISRAELITA ARGENTINA,ECUADOR 928 BALVANERA ,C1214,011,4962-6423/2301,HEIJALHATORA@YAHOO.COM.AR/MIRBEMO@GMAIL.COM,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,;
